product_id,product_type,sentiment,sentiment_ratio,summary
5110442,야채담은 소불고기 400g (냉동),positive,84,"이 제품은 가격대에 비해 가성비가 좋으며, 토핑이 풍부해 맛이 좋다는 평이 많습니다. 집에서 간편하게 끓여 먹을 수 있어 편리하고, 양도 푸짐하여 가족 모두에게 적합합니다. 다만, 유통기한이 짧다는 단점이 있습니다. 또한, 냄새가 거의 없으며 신선한 재료를 사용한 것 같아 만족스러운 분들이 많습니다."
5112148,남원골 추어탕,negative,16,"이 제품은 맛이 별로며, 진하지도 않고 약간 짜다는 고객들의 불만이 많고 향신료 냄새가 강하다는 의견도 있습니다."
5112148,남원골 추어탕,positive,80,"이 제품은 가격 대비 가성비가 좋고 맛이 좋다는 평이 많으며, 집에서 간편하게 끓여 먹을 수 있어 편리합니다."
5112149,뼈없는 감자탕,negative,16,"고기와 감자의 조합에 대한 기대와 실제 맛의 차이가 많은 리뷰가 있습니다. 감자탕의 고기는 가슴살처럼 느껴지지만, 감자는 맛이 있어 보이지만 식감이 이상합니다."
5112149,뼈없는 감자탕,positive,80,"이 제품은 가격이 합리적이고 맛이 좋으며, 가족 모두가 즐길 수 있는 양이 풍부하다는 평이 많습니다."
5112151,차돌된장찌개,negative,2,양이 적다는 불만이 있으신 것 같습니다.
5112151,차돌된장찌개,positive,88,"이 제품은 간편하고 맛있는 차돌 된장찌개를 제공하는 제품입니다. 제품의 맛은 고추장 맛을 느낄 수 있고, 두부와 야채가 풍부하게 들어 있어 푸짐한 맛을 제공합니다. 또한, 냉동실에 보관하면 편리하고, 간도 적당하여 가족 모두에게 적합합니다."
5112152,소고기뭇국,negative,4,이 제품은 이상한 식감과 불쾌한 냄새로 불만족합니다.
5112152,소고기뭇국,positive,96,이 제품은 맛이 좋고 편리하고 양도 충분해서 가족 모두에게 적합한 제품입니다.
5112153,보리새우아욱국,negative,12,"이 제품은 시원한 국물이 아니며, 맛도 기대와 다르게 느껴지는 불만이 있습니다."
5112153,보리새우아욱국,positive,86,"이 제품은 맛있다는 사람들이 많아요. 냉동 제품이기 때문에 냉장고에 넣어주면 편리하고 양도 많아서 가족 모두가 먹을 수 있습니다. 건더기도 많고 맛이 있어 좋습니다. 급할 때도 먹을 수 있고, 냄비로도 조리하기 편리해서 좋습니다."
5114061,해물 순두부 찌개,negative,26,"해산물이 상한 것으로 의심되며, 일부 고객이 입을 벌린 조개와 비린내가 나서 조개는 버렸습니다. 오징어의 봉지가 터져 청소가 어려웠고, 해산물이 싱싱하지 않아 불만이 많습니다."
5114061,해물 순두부 찌개,positive,64,"이 제품은 맛과 다양한 재료, 편리한 조리, 충분한 양, 신선한 재료, 다양한 조합으로 가족 모두에게 적합한 제품입니다."
5114062,소고기 순두부 찌개,negative,28,이 제품은 기대와 달리 실망스러운 결과를 낳았습니다. 일부 고객은 제품에 들어있는 고기가 기름덩이로 느껴지거나 양이 적거나 맛이 느끼하다는 의견을 제기했습니다.
5114062,소고기 순두부 찌개,positive,72,"이 제품은 맛있고 가성비도 좋으며, 가족 모두가 즐길 수 있는 양이 풍부한 제품입니다."
5114695,성산포바당 제주 고사리 육개장,negative,8,해장국과 다른 제품으로 후추가 필수 요소인 것 같지만 개인의 입맛에 맞지 않는다는 의견이 있습니다.
5114695,성산포바당 제주 고사리 육개장,positive,80,"제주도에서 먹는 고사리 해장국과 비슷한 맛을 제공하는 제품입니다. 고객들이 이 제품을 맛있게 먹었으며, 마늘을 첨가하면 더 맛있게 먹을 수 있다는 팁이 있습니다. 많은 고객들이 이 제품을 재구매합니다. 이 제품은 냉동 제품으로도 퀄리티가 좋으며 쫄깃하고 걸쭉한 맛을 제공합니다."
5114696,성산포바당 제주 몸국,negative,12,이 제품은 기대와 달라서 재구매 의사가 없다는 의견이 많아요. 맛은 냉이와 걸쭉한 맛이 있어 매니아용으로 보이지만 기대했던 맛은 아니고 시판 용 닭 가슴살 스프와 비슷하다는 의견이 있어요.
5114696,성산포바당 제주 몸국,positive,86,이 제품은 가격대에 비해 맛과 퀄리티가 좋고 할인할 때 구매할 수 있어서 좋다는 평이 많아요. 몸 국은 건강식으로 맛있게 먹을 수 있는 한 끼로 추천합니다.
5114853,순살 감자탕,negative,24,"냉동 제품이 찢어져 있거나, 다른 상품과 충돌하여 손상된 경우가 발생했습니다. 냉동 팩의 구멍으로 국물이 새어 나왔고 플라스틱 조각이 들어 있는 문제가 보고되었습니다. 제품의 맛이 기대와 다르게 별로였거나 재구매 의사가 없는 경우도 보고되었습니다."
5114853,순살 감자탕,positive,72,"이 제품은 가격이 저렴하고 맛이 좋으며, 가족 모두가 먹을 수 있는 양이 풍부하다는 평이 많습니다. 집에서 간편하게 끓여 먹을 수 있어 편리하지만, 유통기한이 짧다는 단점이 있습니다."
5115296,일품 한우 양지미역국,negative,36,"이 제품은 양이 적고, 소고기 썰기가 얇고 비계가 많으며, 양지가 맞지 않는다는 문제가 있습니다. 사진과 실제 제품이 다르다는 의견도 있습니다. 제품의 퀄리티가 떨어져서 실망스럽다는 의견이 많아 오아 시에서 구입하는 것을 추천하는 의견이 있습니다."
5115296,일품 한우 양지미역국,positive,60,"이 제품은 맛이 좋고, 고기는 적당히 들어 있어 좋습니다. 간단한 방법으로 끓이면 편리하고 맛이 깔끔합니다. 국물이 맑고 맛있는 양이 적당합니다."
5115297,일품 한우 양지무국,negative,28,"이 제품은 냉동 후 불만족한 후기가 많습니다. 고객들은 맛이 없거나 질겨서 먹기 어려운 문제를 제기했으며, 국물이 불편하고 양이 적다는 의견이 많습니다."
5115297,일품 한우 양지무국,positive,66,"이 제품은 담백하고 맛있는 반찬으로 적합하며, 바쁜 아침에 아이들에게도 좋습니다."
5115298,양구 시래기 된장국,negative,16,"이 제품은 시래기 상태가 좋지 않아 불편하고 맛도 별로며, 재구 매각 가격이 괜찮다는 의견이 있습니다."
5115298,양구 시래기 된장국,positive,80,"이 제품은 칼칼하고 시원한 맛을 제공하며 겨울철에 맛이 더 좋습니다. 담백한 맛을 좋아하는 사람에게 추천하는 제품입니다. 시래기와 함께 먹을 때 특히 좋으며, 간편하게 시래기 요리를 먹을 수 있어 편리합니다. 신속하고 정확한 배송과 깔끔한 박스를 제공해 안심할 수 있습니다."
5116403,차돌 짬뽕탕,negative,16,불량 상품으로 인해 불만을 느끼신 고객님은 불량 상품을 교환하거나 회수하는 과정에서 불만을 느끼셨습니다.
5116403,차돌 짬뽕탕,positive,82,"이 제품은 맛있고 편리한 제품으로 많은 사람들이 좋아합니다. 간단한 레시피로도 맛있게 먹을 수 있고, 야채와 면을 넣으면 양도 많습니다. 천연 재료로 만든 맛이 있어 깔끔하게 즐길 수 있습니다."
5116405,쟌슨빌 부대찌개,negative,18,제품은 여러 가지 문제를 일으켰습니다.
5116405,쟌슨빌 부대찌개,positive,76,"이 제품은 가격대에 비해 좋은 가성비를 가지고 있으며 맛있는 토핑이 풍부한 제품입니다. 집에서 간편하게 끓여 먹을 수 있어 편리하고 양도 많아 가족 모두에게 적합합니다. 단, 유통기한이 짧아 버리는 경우가 있다는 의견이 있습니다."
5116406,우리집 순두부찌개,negative,12,"이 제품은 맛이 별로였고, 재구매를 고려하지 않습니다. 두부 양이 적고 맛도 좋지 않아 불만족스럽고, 비싼 가격에 비해 가성비가 좋지 않습니다."
5116406,우리집 순두부찌개,positive,86,"이 제품은 가격이 저렴하고 맛도 좋으며, 토핑도 풍부한 편입니다. 집에서 간편하게 끓여 먹을 수 있어 편리하고, 양도 충분하여 가족 모두에게 적합한 제품입니다."
5116407,정갈한 소고기 미역국,negative,12,"이 제품은 맛이 나쁘지 않지만, 비린 맛과 화장품 향이 나며, 집에서 끓이기에는 불편하다는 문제점이 있습니다."
5116407,정갈한 소고기 미역국,positive,80,"이 제품은 간편하고 맛있는 미역국으로 평이 좋습니다. 한 끼로 간단하게 먹기 좋고, 냉장 보관이 가능해 언제든 먹을 수 있습니다. 소고기를 넣어 끓인 맛이 나고 미역도 많이 들어 있어 좋습니다."
5116408,정갈한 소고기 무국,negative,6,제품을 받은 후에 문제가 발견되었습니다.
5116408,정갈한 소고기 무국,positive,92,"이 제품은 가족 모두가 사용할 수 있는 적절한 양의 제품이며, 간단하게 끓일 수 있어 편리하고, 냄새도 없으며 신선한 재료를 사용한 것과 같은 맛이 나며, 할인 시 마트보다 저렴하게 구매할 수 있어 가성비도 좋고, 맛과 가격 모두 만족합니다."
5116411,달래 된장찌개,negative,24,이 제품은 맛이 좋지 않으며 관리가 잘 안되어 벌레가 들어가 있습니다. 달래의 향이 적절하지도 않고 건더기도 부실해 기대와 다릅니다.
5116411,달래 된장찌개,positive,66,"이 제품은 맛이 깔끔하고 달콤한 향이 좋다는 사람들이 많이 칭찬하는 제품입니다. 하지만 양이 조금 적다는 일부 의견이 있지만, 두부나 버섯을 넣으면 더 맛있게 먹을 수 있다는 팁이 있어요. 또한 신선한 재료로 만든 제품으로 많은 사람들이 만족하는 제품입니다."
5119423,시래기 된장국,negative,16,"이 제품은 포장이 제대로 안되어 국물이 흘러나고 물건이 엉창이 나는 문제가 있고, 유통기한이 지났는데도 맛이 나쁜 제품을 받는 경우가 많습니다."
5119423,시래기 된장국,positive,80,"이 제품은 맛이 좋고, 간이 적당하며 시래기가 부드럽게 많아서 만족스럽다는 평이 많아요."
5119471,들깨 미역국,negative,10,제품은 냉동 상태에서 문제가 발생하여 불편함을 겪었습니다.
5119471,들깨 미역국,positive,88,이 제품은 가격이 저렴하고 맛이 좋으며 가족 모두가 먹을 수 있는 양이 충분한 편리한 제품입니다.
5119615,금돼지식당 김치찌개,negative,24,"이 제품은 가격에 비해 만족스럽지 않으며, 내용물이 부실하고 맛이 별로다는 문제가 있습니다. 배송할 때 종이 박스를 사용하는 것이 불편하고, 고기 양이 적고 두부가 조각난 것이 하나도 없다는 문제가 있습니다. 이마트에서 비슷한 제품이 저렴한 가격에 판매되고 있기 때문에 가성비가 좋지 않다는 의견이 있습니다."
5119615,금돼지식당 김치찌개,positive,68,"이 제품은 가격대비 좋은 가치가 있고, 다양한 토핑이 있어 맛있으며, 집에서 쉽게 끓여 먹을 수 있어 편리하며, 양도 충분하여 가족 모두에게 적합한 제품입니다."
5123141,옛날 한우 육개장 500g,negative,14,"냉동 국 탕을 구입한 후 남편이 저녁으로 먹었는데 배탈이 나서 다시 사지 말라는 피드백을 받았습니다. 제품을 먹기 전부터 기분이 나빠졌으며, 함께 구입한 다른 냉장 식품은 모두 녹아 있었고 강제로 먹어치웠습니다. 제품의 맛은 얼큰하지 않았으며, 고기는 많이 들어있지 않았습니다."
5123141,옛날 한우 육개장 500g,positive,80,"이 제품은 맛이 깔끔하고, 한우로 이루어져 있어 건강한 느낌을 주며, 다양한 재료를 첨가하여 맛을 더할 수 있어 좋습니다."
5125749,차돌 된장찌개 460g,negative,12,"이 제품은 간편하게 먹기 좋은 점이 있지만, 아이스박스에 담을 때 찟기와 가루가 날라서 불편하고, 물을 더 넣어야 하며 맛이 강하다는 문제가 있습니다."
5125749,차돌 된장찌개 460g,positive,86,"이 제품은 간편하고 맛있으며, 두부를 넣으면 양이 풍부해집니다. 청양고추를 넣으면 더 맛이 좋고, 짠맛이 있어서 물을 넣으면 데우기만 하면 먹기 편합니다. 다양한 재료를 넣으면 양도 많고 맛도 좋습니다."
5125750,소고기무국 500g,negative,6,이 제품은 맛이 짜서 불만족스럽다는 의견이 있습니다.
5125750,소고기무국 500g,positive,86,이 제품은 맛있는 국으로 유명하고 가족 모두에게 적합한 편리한 제품입니다.
5128143,육개장,negative,44,"이 제품은 기름이 많고 내용물이 부실하여 기대와는 거리가 먼 제품입니다. 기름이 범벅인 상태로 냄비를 닦는다고도 힘들며, 냄새가 역하고 맛도 좋지 않습니다. 플라스틱 이물질이 들어 있는 문제가 있어 불만족스러운 제품입니다."
5128143,육개장,positive,48,"이 제품은 양이 많고 편리하고 맛이 좋으며, 부모님도 만족스럽게 먹어주었습니다."
5128947,프리미엄 전통육개장,negative,42,"이 제품은 기름기가 많고 부실한 것으로 보입니다. 내용물이 거의 없고 파만 들어가 있어 실망스럽고, 건더기도 적고 포장지가 약해 찢어져 왔습니다. 또한 고기가 들어가지 않은 육개장을 처음 봤으며, 건더기 국물도 만족스럽지 않습니다."
5128947,프리미엄 전통육개장,positive,50,"이 제품은 편리하고 맛있는 육개장입니다. 양이 많고 맛있으며, 간편하게 먹을 수 있습니다. 대파가 많지만, 이화수는 맛있고, 신랑이 해장용으로 항상 구비해 놨습니다. 저렴하지만 고급진 맛이 있으며, 후기가 좋아서 사 봤지만 고기가 거의 없다는 의견이 있습니다. 냉동실 비상템으로 추천하고, 재구매 의사가 있습니다."
5131413,맑은 나주식곰탕,negative,48,"이 제품은 냉동 보관 상태에서 시큼한 맛이 나는 문제가 있습니다. 냉동 보관 상태에서 시큼한 맛이 나는 이유는 여러 가지가 있을 수 있지만, 냄비에 끓여 먹었을 때 냄비에 있는 물과 냉동 보관 상태에서 냉동된 음식의 물이 섞이면서 시큼한 맛이 나는 경우가 있습니다."
5131413,맑은 나주식곰탕,positive,50,"이 제품은 가격 대비 가성비가 좋고 맛있으며, 가족 모두가 즐길 수 있는 양이 풍부합니다."
5131921,맑은곰탕,negative,20,고객들은 제품의 포장 문제와 위생 상태에 대해 불만을 표명했습니다. 일부 고객들은 제품을 받은 후 국물이 흘러나왔고 다른 고객들은 맛과 질에 대해 불만을 표명했습니다.
5131921,맑은곰탕,positive,78,"이 제품은 가격대비 맛과 양이 좋고, 가족 모두에게 적합한 제품입니다."
5132102,프리미엄 어묵탕 360g (시원한 맛),negative,15,"이 제품은 문제가 많아 만족스럽지 않습니다. 비닐에 묶은 후 문제가 발생하여 모든 것이 미끌거리고, 국물이 없이 오뎅만 들어 있습니다. 다른 제품의 어묵탕을 먹다가 이 제품을 먹게 되면 좋지 않다는 의견이 있습니다."
5132102,프리미엄 어묵탕 360g (시원한 맛),positive,78,"고래 사 어묵은 맛있고 편리한 제품입니다. 두툼하고 쫄깃한 식감이 좋고, 국물 맛도 퀄리티가 좋습니다. 간단하게 먹기 좋은 양이며, 시원하고 맛있게 먹을 수 있습니다."
5132102,프리미엄 어묵탕 360g (얼큰한 맛),negative,22,"이 제품은 맛이 짜서 재구매가 이루어지지 않으며, 국물이 칼칼하고 어묵 함량이 높아 쫄깃한 느낌을 줄 수 있습니다."
5132102,프리미엄 어묵탕 360g (얼큰한 맛),positive,74,"이 제품은 맛이 좋고, 다양한 모양의 어묵이 있으며, 칼로리가 낮아 밤에 먹기 적합합니다."
5132868,부산깡통시장 유부주머니,negative,18,"이 제품은 맛이 괜찮지만 유부 주머니의 몇 가지 문제가 있습니다. 유부 주머니가 겉 포장 없이 오는 경우가 있었고, 냉동 후에 상온으로 해동하면 찝찝한 느낌이 들었습니다."
5132868,부산깡통시장 유부주머니,positive,72,"이 제품은 가격에 비해 좋은 가성비와 맛이 많아 평이 좋고, 집에서 간편하게 끓여 먹을 수 있어 편리하고 가족 모두에게 적합하지만 유통기한이 짧다는 단점이 있어요."
5133142,미역국 500g,negative,4,이 제품은 맛이 없을 때 후루룩을 달아주는 용으로 사용할 수 있지만 유통기한이 짧다는 단점이 있습니다.
5133142,미역국 500g,positive,96,"이 제품은 맛있는 미역국으로, 특히 추운 날씨에 뜨끈한 국물로 식사하기 좋습니다. 양이 많고 저렴한 가격에 구매할 수 있습니다. 가족 모두에게 적합하며, 미역국 끓이기 귀찮을 때 비비고 미역국은 최고입니다."
5133142,소고기 장터국 500g,negative,29,이 제품은 유통 기한이 짧고 맛이 인위적입니다.
5133142,소고기 장터국 500g,positive,71,"이 제품은 간편하고 맛이 나쁘지 않으며, 귀찮을 때 먹기 좋은 밀키트입니다. 남편과 한 끼 식사로 주문했으며, 비비고와 비슷한 맛을 즐길 수 있어 세일 때마다 쟁여두는 것이 좋습니다."
5133142,육개장 500g,negative,6,"배송은 새벽 3시 48분에 도착하여 잠을 설치고, 냉동식품이 녹을까 봐 걱정되었다는 불만을 제기했습니다. 또한, 냉동식품이 드라이아이스 한 개만 보내졌고, 매일 냉동식품이 해동되는 문제가 있었습니다."
5133142,육개장 500g,positive,81,이 제품은 맛이 좋고 편리하며 가족 모두에게 적합한 비비고 육개장 베이스 제품입니다.
5133941,삼계탕 900g,negative,30,"이 제품은 가격이 비싼 편이고, 양도 적고 맛도 좋지 않습니다. 국물이 적은 것 같아 광고가 과대인 것 같고, 냄비에 직접 데우는 기능이 없어서 불편합니다. 기름이 많아 국물 맛이 느끼하고 뼈가 많아 먹기 불편합니다."
5133941,삼계탕 900g,positive,64,"이 제품은 가격대에 비해 맛과 양이 만족스럽고 편리합니다. 냄비에 끓여 먹을 수 있어 편리하고, 양도 푸짐하여 가족 모두에게 적합합니다."
5134147,한돈 갈비 김치찌개,negative,42,"이 제품은 냄새 문제가 많아 불만족스럽습니다. 냄새가 심하고 국물이 부족하여 맛이 떨어집니다. 또한, 배송 중에 구멍이 나거나 국물이 없는 문제가 있습니다. 고기 냄새가 강하고 고기가 두껍고 느끼한 맛이 있어 불만족스럽습니다."
5134147,한돈 갈비 김치찌개,positive,46,"이 제품은 냉동 제품으로 냉장해 동을 해 주면 조리할 수 있습니다. 조리 방법에 따라 간편하고 맛있으며, 냄새가 나지 않고 칼칼합니다."
5136026,영양삼계탕,negative,28,"이 제품은 가격이 비싼 편이고, 양도 적고 뼈가 많아 불만이 많으며 맛은 평범하지만 뼈가 부서져서 씹기가 불편하고 비린내가 심합니다."
5136026,영양삼계탕,positive,58,"이 제품은 가격 대비 가성비가 좋고, 국물이 진해서 맛있다. 비상용으로 적합하며, 초복 시 주문량이 적당하고 맛이 좋고 가격이 착하다."
5144534,미소 된장국 (5개입),negative,14,이 제품은 냄새가 나고 맛이 이상하다는 의견이 많아요. 건조한 블럭 국을 사서 여행용으로 구매했지만 재구매 의사가 없다는 의견이 있습니다.
5144534,미소 된장국 (5개입),positive,82,"이 제품은 가격대에 비해 만족스러운 제품으로, 토핑도 풍부해 맛이 좋으며, 집에서 간편하게 끓여 먹을 수 있어 편리하고, 양도 푸짐하여 가족 모두에게 적합합니다."
5144535,사골 미역국 (5개입),negative,14,"이 제품은 간편하고 맛있지만 몇 가지 문제점이 있습니다. 첫째, 실온 보관용 제품을 냉장으로 보내는 것이 불편합니다. 둘째, 상자가 젖어집니다. 셋째, 고기 냄새가 강하고 비린내가 나며, 덱스트린이 들어 있는 것이 걱정됩니다."
5144535,사골 미역국 (5개입),positive,76,"이 제품은 맛이 괜찮고, 편리하며, 유통기한이 넉넉한 국입니다."
5148360,딱한끼 어묵탕 매운맛,negative,17,"유통기한이 짧은 제품을 받은 고객이 불만을 토로한 내용은 제품의 유통기한이 짧고, 배송 시 아이스팩이 녹아 손상되었고, 배송 시간이 공지된 시간과 다르며, 제품을 다시 냉동해도 되는지 확인이 필요하다는 것입니다."
5148360,딱한끼 어묵탕 매운맛,positive,83,"이 제품은 다양한 종류의 어묵이 들어가 있어 맛있게 먹을 수 있고, 양도 충분합니다. 또한, 간단하게 끓여 먹을 수 있어 편리하고, 푸짐하며 배송도 빠릅니다."
5148360,딱한끼 어묵탕 순한맛,negative,12,"이 제품은 다른 어묵탕보다 맛이 떨어지는 것 같으며, 사용 방법이 설명되지 않았고, 적절한 양의 물을 부어야 끓일 수 있었던 어묵탕입니다."
5148360,딱한끼 어묵탕 순한맛,positive,88,"이 제품은 가격에 비해 비싼 편이지만 맛이 좋고, 집에서 간단하게 끓여 먹을 수 있어 편리합니다."
5152911,소고기 미역국 700g,negative,8,이 제품은 비린내가 나고 맛이 부족하여 간을 더해 먹어야 합니다.
5152911,소고기 미역국 700g,positive,90,"소고기와 미역의 적절한 비율로 한 끼 식사 국으로 적합하며, 건강한 원재료로 간이 강하지 않아 가족 모두에게 적합합니다."
5152913,근대 된장국 700g,negative,4,이 제품은 맛은 있지만 문제가 있습니다. 플라스틱 비닐 조각이 발견되고 육수 맛이 부족합니다.
5152913,근대 된장국 700g,positive,92,"이 제품은 맛과 양이 풍부한 국입니다. 냉동으로 미리 준비하면 급할 때 먹기 좋고 담백하고 깔끔한 맛이 좋습니다. 자연에 찬 제품은 신선한 재료처럼 느껴지는 맛이 좋고, 가족 모두에게 적합한 양이 풍부한 제품입니다."
5152914,시래기 된장국 700g,negative,8,"이 제품은 만족스럽지 않은 결과를 보였습니다. 제품의 맛과 양에 대한 불만이 있었으며, 일부 고객은 맛이 이상하거나 너무 싱겁다고 말했습니다. 또한, 일부 고객은 제품을 받은 후 용기가 깨져서 왔습니다."
5152914,시래기 된장국 700g,positive,82,"이 제품은 맛있는 한 끼 식사 국으로 좋으며, 간이 적절하고 맛있으며 양이 많습니다."
5156992,얼큰 닭개장,negative,14,"이 제품은 가격이 비싼데도 만족스럽지 않으며, 유통기한이 짧고 맛이 짜서 불편한 점이 많습니다."
5156992,얼큰 닭개장,positive,76,이 제품은 맛있고 편리한 닭개장으로 가족 모두에게 적합한 제품입니다.
5159353,전통 육개장(900g),negative,24,"이 제품은 맛이 좋지만, 약한 포장지로 인해 국물이 새거나 찢어지는 문제가 있고, 이물질이 발견되어 정확한 결과를 얻을 수 없었습니다."
5159353,전통 육개장(900g),positive,70,"이 제품은 가격이 저렴하고 맛도 좋으며, 토핑도 풍부하다는 좋은 평이 많아요."
5159794,김치 콩비지찌개,negative,30,"이 제품은 가격이 비싼 편이고 맛이 별로며, 건더기가 없고 매콤한 맛도 없다는 의견이 많습니다."
5159794,김치 콩비지찌개,positive,66,"이 제품은 맛있고 편리한 콩비지찌개로, 자극적이지 않으며 맛있게 먹을 수 있습니다. 비지가 부드럽고 냄새가 나지 않으며, 냉동실에 쟁여두면 한 끼 먹기 좋습니다."
5159795,콩비지탕,negative,14,이 제품은 맛이 없고 질겨서 불만족스럽다는 의견이 많습니다. 간이 적당한 편이지만 가격이 비싸고 냄새가 나고 식감이 불편합니다.
5159795,콩비지탕,positive,78,"이 제품은 담백하고 맛있는 콩비지 탕으로, 건강한 음식으로 기대됩니다. 

이 제품은 순수하고 담백한 맛으로 경상도 사람으로부터 호평을 받았습니다. 또한, 고소한 맛을 더하기 위해 깨를 넣을 수 있습니다. 

이 제품은 따뜻하고 든든한 맛으로 기분도 좋고, 건강한 음식으로 죄책감도 덜합니다."
1000015143,무항생제 요리용 사골곰국,negative,24,냉동 상품을 해동한 후 끓일 때 냄새가 나서 사용할 수 없게 된다는 불만이 많습니다.
1000015143,무항생제 요리용 사골곰국,positive,74,"이 제품은 가성비가 좋고, 다양한 요리에서 베이스로 사용할 수 있어서 편리합니다."
1000017002,소갈비탕,negative,32,"이 제품은 기대한 것과는 달리 기만당한 느낌을 주며, 갈비의 양이 적고 질기며 국물이 약간 들차게 느껴집니다. 또한, 국물에 노란 기름이 많아 개운함이 덜하며, 뼈에 붙은 고기에도 노란 기름이 붙어 있어 깨끗히 손질되지 않은 것처럼 보입니다. 기존에 먹던 다른 브랜드 갈비탕에 비해 국물이 진하지도 않고 짜기만 한다는 점이 불만입니다."
1000017002,소갈비탕,positive,60,이 제품은 맛있는 갈비탕입니다. 고기는 맛있게 잘 먹을 수 있고 국물이 깔끔합니다.
1000023234,한우 소고기 미역국,negative,12,"이 제품은 기대에 못 미치는 맛을 제공하고 있습니다. 옛날에는 맛이 더 좋았지만, 최근에는 미역이 부드럽지 않아 맛이 떨어졌다는 의견이 있습니다."
1000023234,한우 소고기 미역국,positive,86,"이 제품은 가격 대비 가성비가 좋은 편이고, 토핑이 풍부해 맛이 좋다는 평이 많아요. 집에서 간편하게 끓일 수 있어서 편리하고, 양도 충분해 가족 모두에게 적합한 제품이에요."
1000023236,한우 우리콩 비지찌개,negative,18,"이 제품은 맛이 있지만 비지가 적고 묽어서 비지국이 부족하다는 의견이 많으며, 양도 적고 고기가 부족하여 별로라고 생각하는 고객이 많습니다. 또한, 한우 덩어기가 없고 김치만 신맛이 나며, 콩 맛이 없다는 의견도 있습니다. 또한, 냉장고에 45일 보관해도 맛이 가서 제대로 맛을 못 본다는 의견이 있습니다."
1000023236,한우 우리콩 비지찌개,positive,82,"이 제품은 가족 모두에게 적합한 비지찌개입니다. 맛은 좋고 양도 푸짐합니다. 냉동 상태로 배송되었고 국물이 새는 일이 없었습니다. 맛은 자극적이지 않고 부드럽고, 두부를 넣어도 맛있을 것 같아요. 한 끼씩 먹을 수 있습니다. 비지찌개를 좋아하는 분들은 필수로 담아야 할 제품입니다."
1000023238,한우탕,negative,10,"이 제품은 기존과 다른 맛을 느끼는 분들이 많으며, 제품의 품질이 떨어지고 당면이 빠져 국물이 시큼하다는 문제점이 있습니다. 또한, 제품의 패키지가 구멍이 나서 국물이 새어 나가는 경우가 있어, 제품을 만드는 과정에서 더 신경을 써야 한다는 의견이 있습니다."
1000023238,한우탕,positive,86,이 제품은 맛이 깔끔하고 건더기도 푸짐하여 자주 구매하는 제품입니다. 맛있고 양도 넉넉한 한우 탕입니다.
1000040783,강릉식 짬뽕순두부 찌개,negative,20,이 제품은 가격대비 비싼 편이며 재료가 부족하고 인공 조미료가 강하다는 의견이 많습니다. 기름이 많고 오징어의 양이 적다는 불만이 있습니다.
1000040783,강릉식 짬뽕순두부 찌개,positive,80,"이 제품은 가격대에 비해 가성비가 좋고 맛있다는 평이 많아요. 집에서 간편하게 끓여 먹을 수 있고 양도 푸짐해서 가족 모두에게 적합합니다. 다만, 유통기한이 짧다는 단점이 있어요."
1000043975,맑은 소고기 해장국 650g,negative,2,제품은 더 매운맛이 강하다는 점을 참고해 주시길 바랍니다.
1000043975,맑은 소고기 해장국 650g,positive,94,이 제품은 맛있는 국입니다. 맛과 편리성이 뛰어나며 가족 모두가 즐길 수 있습니다.
1000043977,수제 굴림만둣국 700g,negative,8,"이 제품은 맛이 독특하고, 건강한 성분으로 이루어져 있지만, 국물이 새어 나고 짠맛이 강한 단점이 있습니다. 또한, 높은 나트륨 함량이 불만족스럽게 느껴질 수 있습니다."
1000043977,수제 굴림만둣국 700g,positive,90,"이 제품은 가성비가 좋고 맛있다는 평이 많습니다. 집에서 간편하게 끓여 먹을 수 있고, 양이 푸짐하여 가족 모두에게 적합합니다."
1000047929,김치 우동 어묵 전골 (리뉴얼),negative,20,"이 제품은 맛이 부족하고, 기름기가 많으며, 김치 맛이 강한 단점이 있고, 국물 맛이 아쉬운 의견이 있습니다."
1000047929,김치 우동 어묵 전골 (리뉴얼),positive,74,"이 제품은 맛과 양이 양호하여 가족 모두에게 적합합니다. 국물은 얼큰하고 맵지 않으며, 어묵은 쫄깃하고 맛있으며 재료가 다양하고 가격도 적절하여 가성비가 좋습니다. 또한, 캠핑이나 집에서 간편하게 끓일 수 있어 편리합니다."
1000047947,간편한 청국장찌개,negative,10,"이 제품은 냄새가 심하고, 가족들로부터 인기가 적으며, 이전 제품보다 맛이 떨어진다는 문제점이 있습니다."
1000047947,간편한 청국장찌개,positive,90,이 제품은 맛있는 청국장 찌개를 제공하며 고객들의 평이 좋습니다.
1000047949,김치 수제비 칼국수,negative,22,이 제품의 맛은 기대와 달라 불만족스럽습니다. 담백한 육수 맛을 좋아하는 편인데도 고춧가루와 조미료의 맛이 느껴져서 질린다는 의견이 있습니다. 가성비도 나쁘지 않지만 재구매 의사는 없다고 합니다.
1000047949,김치 수제비 칼국수,positive,72,"이 제품은 가격에 비해 맛과 양이 좋고, 간단한 조리 방법으로도 맛있는 국물이 나오며 가족 모두에게 적합한 제품입니다."
1000047951,옹심이 들깨 수제비(2인분),negative,16,제품의 불만 사항으로는 벌레가 나와 옹심이 양과 야채 양이 적다는 점이 있습니다.
